,Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year,Unit,Value,Flag,Flag Description,Note
391,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2028,1000 No,50331.744,X,Figure from international organizations,nan
392,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2028,1000 No,51415.377,X,Figure from international organizations,nan
393,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2028,1000 No,59796.489,X,Figure from international organizations,nan
394,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2028,1000 No,45189.536,X,Figure from international organizations,nan
395,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2029,1000 No,102237.046,X,Figure from international organizations,nan
396,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2029,1000 No,50579.295,X,Figure from international organizations,nan
397,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2029,1000 No,51657.752,X,Figure from international organizations,nan
398,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2029,1000 No,59428.576,X,Figure from international organizations,nan
399,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2029,1000 No,46223.275,X,Figure from international organizations,nan
400,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2030,1000 No,102699.905,X,Figure from international organizations,nan
401,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2030,1000 No,50811.997,X,Figure from international organizations,nan
402,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2030,1000 No,51887.908,X,Figure from international organizations,nan
403,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2030,1000 No,59035.591,X,Figure from international organizations,nan
404,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2030,1000 No,47248.046,X,Figure from international organizations,nan
405,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2031,1000 No,103133.107,X,Figure from international organizations,nan
406,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2031,1000 No,51028.687,X,Figure from international organizations,nan
407,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2031,1000 No,52104.421,X,Figure from international organizations,nan
408,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2031,1000 No,58618.879,X,Figure from international organizations,nan
409,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2031,1000 No,48262.458,X,Figure from international organizations,nan
410,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2032,1000 No,103538.31,X,Figure from international organizations,nan
411,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2032,1000 No,51230.401,X,Figure from international organizations,nan
412,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2032,1000 No,52307.909,X,Figure from international organizations,nan
413,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2032,1000 No,58180.284,X,Figure from international organizations,nan
414,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2032,1000 No,49265.505,X,Figure from international organizations,nan
415,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2033,1000 No,103917.806,X,Figure from international organizations,nan
416,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2033,1000 No,51418.577,X,Figure from international organizations,nan
417,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2033,1000 No,52499.229,X,Figure from international organizations,nan
418,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2033,1000 No,57723.59,X,Figure from international organizations,nan
419,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2033,1000 No,50257.877,X,Figure from international organizations,nan
420,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2034,1000 No,104271.016,X,Figure from international organizations,nan
421,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2034,1000 No,51593.217,X,Figure from international organizations,nan
422,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2034,1000 No,52677.799,X,Figure from international organizations,nan
423,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2034,1000 No,57253.178,X,Figure from international organizations,nan
424,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2034,1000 No,51240.992,X,Figure from international organizations,nan
425,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2035,1000 No,104598.253,X,Figure from international organizations,nan
426,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2035,1000 No,51754.645,X,Figure from international organizations,nan
427,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2035,1000 No,52843.607,X,Figure from international organizations,nan
428,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2035,1000 No,56772.666,X,Figure from international organizations,nan
429,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2035,1000 No,52215.812,X,Figure from international organizations,nan
430,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2036,1000 No,104900.707,X,Figure from international organizations,nan
431,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2036,1000 No,51903.798,X,Figure from international organizations,nan
432,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2036,1000 No,52996.908,X,Figure from international organizations,nan
433,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2036,1000 No,56284.134,X,Figure from international organizations,nan
434,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2036,1000 No,53182.009,X,Figure from international organizations,nan
435,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2037,1000 No,105180.604,X,Figure from international organizations,nan
436,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2037,1000 No,52042.139,X,Figure from international organizations,nan
437,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2037,1000 No,53138.465,X,Figure from international organizations,nan
438,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2037,1000 No,55788.995,X,Figure from international organizations,nan
439,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2037,1000 No,54138.598,X,Figure from international organizations,nan
440,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2038,1000 No,105437.667,X,Figure from international organizations,nan
441,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2038,1000 No,52169.88,X,Figure from international organizations,nan
442,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2038,1000 No,53267.787,X,Figure from international organizations,nan
443,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2038,1000 No,55289.325,X,Figure from international organizations,nan
444,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2038,1000 No,55085.116,X,Figure from international organizations,nan
445,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2039,1000 No,105672.878,X,Figure from international organizations,nan
446,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2039,1000 No,52287.764,X,Figure from international organizations,nan
447,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2039,1000 No,53385.115,X,Figure from international organizations,nan
448,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2039,1000 No,54787.123,X,Figure from international organizations,nan
449,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2039,1000 No,56020.867,X,Figure from international organizations,nan
450,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2040,1000 No,105887.768,X,Figure from international organizations,nan
451,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2040,1000 No,52396.681,X,Figure from international organizations,nan
452,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2040,1000 No,53491.087,X,Figure from international organizations,nan
453,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2040,1000 No,54284.354,X,Figure from international organizations,nan
454,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2040,1000 No,56944.758,X,Figure from international organizations,nan
455,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2041,1000 No,106080.557,X,Figure from international organizations,nan
456,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2041,1000 No,52496.04,X,Figure from international organizations,nan
457,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2041,1000 No,53584.518,X,Figure from international organizations,nan
458,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2041,1000 No,53783.364,X,Figure from international organizations,nan
459,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2041,1000 No,57855.256,X,Figure from international organizations,nan
460,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2042,1000 No,106252.41,X,Figure from international organizations,nan
461,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2042,1000 No,52586.552,X,Figure from international organizations,nan
462,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2042,1000 No,53665.857,X,Figure from international organizations,nan
463,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2042,1000 No,53287.33,X,Figure from international organizations,nan
464,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2042,1000 No,58749.137,X,Figure from international organizations,nan
465,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2043,1000 No,106406.496,X,Figure from international organizations,nan
466,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2043,1000 No,52669.895,X,Figure from international organizations,nan
467,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2043,1000 No,53736.601,X,Figure from international organizations,nan
468,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2043,1000 No,52778.521,X,Figure from international organizations,nan
469,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2043,1000 No,59642.877,X,Figure from international organizations,nan
470,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2044,1000 No,106544.934,X,Figure from international organizations,nan
471,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2044,1000 No,52747.196,X,Figure from international organizations,nan
472,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2044,1000 No,53797.738,X,Figure from international organizations,nan
473,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2044,1000 No,52259.135,X,Figure from international organizations,nan
474,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2044,1000 No,60532.334,X,Figure from international organizations,nan
475,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2045,1000 No,106667.721,X,Figure from international organizations,nan
476,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2045,1000 No,52818.553,X,Figure from international organizations,nan
477,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2045,1000 No,53849.168,X,Figure from international organizations,nan
478,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2045,1000 No,51728.855,X,Figure from international organizations,nan
479,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2045,1000 No,61416.054,X,Figure from international organizations,nan
480,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2046,1000 No,106773.162,X,Figure from international organizations,nan
481,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2046,1000 No,52883.192,X,Figure from international organizations,nan
482,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2046,1000 No,53889.969,X,Figure from international organizations,nan
483,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2046,1000 No,51187.976,X,Figure from international organizations,nan
484,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2046,1000 No,62293.227,X,Figure from international organizations,nan
485,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2047,1000 No,106860.645,X,Figure from international organizations,nan
486,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2047,1000 No,52940.655,X,Figure from international organizations,nan
487,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2047,1000 No,53919.99,X,Figure from international organizations,nan
488,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2047,1000 No,50636.786,X,Figure from international organizations,nan
489,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2047,1000 No,63163.014,X,Figure from international organizations,nan
490,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2048,1000 No,106930.754,X,Figure from international organizations,nan
491,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2048,1000 No,52991.132,X,Figure from international organizations,nan
492,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2048,1000 No,53939.622,X,Figure from international organizations,nan
493,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2048,1000 No,50075.011,X,Figure from international organizations,nan
494,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2048,1000 No,64023.823,X,Figure from international organizations,nan
495,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2049,1000 No,106982.197,X,Figure from international organizations,nan
496,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2049,1000 No,53033.95,X,Figure from international organizations,nan
497,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2049,1000 No,53948.247,X,Figure from international organizations,nan
498,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2049,1000 No,49502.28,X,Figure from international organizations,nan
499,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2049,1000 No,64873.838,X,Figure from international organizations,nan
500,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2050,1000 No,107012.939,X,Figure from international organizations,nan
501,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2050,1000 No,53067.967,X,Figure from international organizations,nan
502,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2050,1000 No,53944.971,X,Figure from international organizations,nan
503,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2050,1000 No,48918.439,X,Figure from international organizations,nan
504,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2050,1000 No,65711.413,X,Figure from international organizations,nan
505,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2051,1000 No,107021.716,X,Figure from international organizations,nan
506,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2051,1000 No,53092.492,X,Figure from international organizations,nan
507,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2051,1000 No,53929.224,X,Figure from international organizations,nan
508,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2052,1000 No,107009.829,X,Figure from international organizations,nan
509,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2052,1000 No,53107.94,X,Figure from international organizations,nan
510,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2052,1000 No,53901.889,X,Figure from international organizations,nan
511,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2053,1000 No,106977.704,X,Figure from international organizations,nan
512,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2053,1000 No,53114.19,X,Figure from international organizations,nan
513,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2053,1000 No,53863.514,X,Figure from international organizations,nan
514,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2054,1000 No,106921.889,X,Figure from international organizations,nan
515,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2054,1000 No,53109.512,X,Figure from international organizations,nan
516,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2054,1000 No,53812.376,X,Figure from international organizations,nan
517,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2055,1000 No,106841.489,X,Figure from international organizations,nan
518,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2055,1000 No,53093.389,X,Figure from international organizations,nan
519,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2055,1000 No,53748.101,X,Figure from international organizations,nan
520,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2056,1000 No,106739.972,X,Figure from international organizations,nan
521,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2056,1000 No,53067.3,X,Figure from international organizations,nan
522,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2056,1000 No,53672.673,X,Figure from international organizations,nan
523,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2057,1000 No,106617.588,X,Figure from international organizations,nan
524,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2057,1000 No,53031.472,X,Figure from international organizations,nan
525,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2057,1000 No,53586.116,X,Figure from international organizations,nan
526,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2058,1000 No,106471.716,X,Figure from international organizations,nan
527,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2058,1000 No,52984.609,X,Figure from international organizations,nan
528,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2058,1000 No,53487.107,X,Figure from international organizations,nan
529,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2059,1000 No,106303.111,X,Figure from international organizations,nan
530,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2059,1000 No,52926.913,X,Figure from international organizations,nan
531,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2059,1000 No,53376.198,X,Figure from international organizations,nan
532,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2060,1000 No,106111.408,X,Figure from international organizations,nan
533,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2060,1000 No,52858.207,X,Figure from international organizations,nan
534,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2060,1000 No,53253.201,X,Figure from international organizations,nan
535,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2061,1000 No,105898.652,X,Figure from international organizations,nan
536,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2061,1000 No,52779.53,X,Figure from international organizations,nan
537,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2061,1000 No,53119.122,X,Figure from international organizations,nan
538,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2062,1000 No,105666.279,X,Figure from international organizations,nan
539,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2062,1000 No,52691.692,X,Figure from international organizations,nan
540,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2062,1000 No,52974.586,X,Figure from international organizations,nan
541,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2063,1000 No,105413.855,X,Figure from international organizations,nan
542,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2063,1000 No,52594.594,X,Figure from international organizations,nan
543,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2063,1000 No,52819.262,X,Figure from international organizations,nan
544,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2064,1000 No,105143.78,X,Figure from international organizations,nan
545,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2064,1000 No,52489.382,X,Figure from international organizations,nan
546,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2064,1000 No,52654.397,X,Figure from international organizations,nan
547,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2065,1000 No,104857.757,X,Figure from international organizations,nan
548,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2065,1000 No,52377.0,X,Figure from international organizations,nan
549,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2065,1000 No,52480.757,X,Figure from international organizations,nan
550,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2066,1000 No,104556.838,X,Figure from international organizations,nan
551,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2066,1000 No,52258.127,X,Figure from international organizations,nan
552,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2066,1000 No,52298.711,X,Figure from international organizations,nan
553,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2067,1000 No,104243.867,X,Figure from international organizations,nan
554,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2067,1000 No,52134.012,X,Figure from international organizations,nan
555,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2067,1000 No,52109.855,X,Figure from international organizations,nan
556,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2068,1000 No,103917.764,X,Figure from international organizations,nan
557,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2068,1000 No,52003.982,X,Figure from international organizations,nan
558,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2068,1000 No,51913.781,X,Figure from international organizations,nan
559,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2069,1000 No,103582.262,X,Figure from international organizations,nan
560,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2069,1000 No,51870.028,X,Figure from international organizations,nan
561,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2069,1000 No,51712.234,X,Figure from international organizations,nan
562,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2070,1000 No,103236.788,X,Figure from international organizations,nan
563,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2070,1000 No,51731.829,X,Figure from international organizations,nan
564,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2070,1000 No,51504.959,X,Figure from international organizations,nan
565,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2071,1000 No,102879.073,X,Figure from international organizations,nan
566,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2071,1000 No,51588.099,X,Figure from international organizations,nan
567,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2071,1000 No,51290.974,X,Figure from international organizations,nan
568,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2072,1000 No,102515.395,X,Figure from international organizations,nan
569,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2072,1000 No,51441.988,X,Figure from international organizations,nan
570,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2072,1000 No,51073.407,X,Figure from international organizations,nan
571,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2073,1000 No,102145.98,X,Figure from international organizations,nan
572,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2073,1000 No,51293.619,X,Figure from international organizations,nan
573,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2073,1000 No,50852.361,X,Figure from international organizations,nan
574,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2074,1000 No,101770.117,X,Figure from international organizations,nan
575,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2074,1000 No,51142.319,X,Figure from international organizations,nan
576,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2074,1000 No,50627.798,X,Figure from international organizations,nan
577,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2075,1000 No,101388.542,X,Figure from international organizations,nan
578,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2075,1000 No,50988.316,X,Figure from international organizations,nan
579,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2075,1000 No,50400.226,X,Figure from international organizations,nan
580,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2076,1000 No,101003.561,X,Figure from international organizations,nan
581,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2076,1000 No,50832.569,X,Figure from international organizations,nan
582,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2076,1000 No,50170.993,X,Figure from international organizations,nan
583,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2077,1000 No,100615.72,X,Figure from international organizations,nan
584,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2077,1000 No,50675.171,X,Figure from international organizations,nan
585,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2077,1000 No,49940.55,X,Figure from international organizations,nan
586,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2078,1000 No,100224.463,X,Figure from international organizations,nan
