,Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year,Unit,Value,Flag,Flag Description,Note
193,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,1988,1000 No,52412.84,X,Figure from international organizations,nan
194,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,1988,1000 No,12900.868,X,Figure from international organizations,nan
195,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1989,1000 No,65466.361,X,Figure from international organizations,nan
196,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,1989,1000 No,31942.656,X,Figure from international organizations,nan
197,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,1989,1000 No,33523.705,X,Figure from international organizations,nan
198,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,1989,1000 No,53478.931,X,Figure from international organizations,nan
199,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,1989,1000 No,13278.471,X,Figure from international organizations,nan
200,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1990,1000 No,66912.613,X,Figure from international organizations,nan
201,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,1990,1000 No,32660.517,X,Figure from international organizations,nan
202,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,1990,1000 No,34252.096,X,Figure from international organizations,nan
203,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,1990,1000 No,54392.182,X,Figure from international organizations,nan
204,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,1990,1000 No,13817.423,X,Figure from international organizations,nan
205,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1991,1000 No,68358.82,X,Figure from international organizations,nan
206,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,1991,1000 No,33377.857,X,Figure from international organizations,nan
207,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,1991,1000 No,34980.963,X,Figure from international organizations,nan
208,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,1991,1000 No,55298.504,X,Figure from international organizations,nan
209,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,1991,1000 No,14372.398,X,Figure from international organizations,nan
210,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1992,1000 No,69788.747,X,Figure from international organizations,nan
211,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,1992,1000 No,34086.353,X,Figure from international organizations,nan
212,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,1992,1000 No,35702.394,X,Figure from international organizations,nan
213,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,1992,1000 No,56188.636,X,Figure from international organizations,nan
214,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,1992,1000 No,14941.812,X,Figure from international organizations,nan
215,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1993,1000 No,71176.405,X,Figure from international organizations,nan
216,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,1993,1000 No,34771.767,X,Figure from international organizations,nan
217,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,1993,1000 No,36404.639,X,Figure from international organizations,nan
218,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,1993,1000 No,57041.624,X,Figure from international organizations,nan
219,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,1993,1000 No,15518.803,X,Figure from international organizations,nan
220,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1994,1000 No,72501.087,X,Figure from international organizations,nan
221,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,1994,1000 No,35423.993,X,Figure from international organizations,nan
222,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,1994,1000 No,37077.094,X,Figure from international organizations,nan
223,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,1994,1000 No,57828.504,X,Figure from international organizations,nan
224,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,1994,1000 No,16096.578,X,Figure from international organizations,nan
225,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1995,1000 No,73759.11,X,Figure from international organizations,nan
226,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,1995,1000 No,36045.251,X,Figure from international organizations,nan
227,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,1995,1000 No,37713.859,X,Figure from international organizations,nan
228,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,1995,1000 No,58530.406,X,Figure from international organizations,nan
229,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,1995,1000 No,16668.571,X,Figure from international organizations,nan
230,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1996,1000 No,74946.448,X,Figure from international organizations,nan
231,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,1996,1000 No,36634.171,X,Figure from international organizations,nan
232,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,1996,1000 No,38312.278,X,Figure from international organizations,nan
233,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,1996,1000 No,59140.514,X,Figure from international organizations,nan
234,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,1996,1000 No,17232.205,X,Figure from international organizations,nan
235,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1997,1000 No,76058.603,X,Figure from international organizations,nan
236,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,1997,1000 No,37187.435,X,Figure from international organizations,nan
237,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,1997,1000 No,38871.168,X,Figure from international organizations,nan
238,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,1997,1000 No,59666.524,X,Figure from international organizations,nan
239,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,1997,1000 No,17786.811,X,Figure from international organizations,nan
240,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1998,1000 No,77128.424,X,Figure from international organizations,nan
241,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,1998,1000 No,37722.224,X,Figure from international organizations,nan
242,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,1998,1000 No,39406.2,X,Figure from international organizations,nan
243,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,1998,1000 No,60117.397,X,Figure from international organizations,nan
244,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,1998,1000 No,18335.5,X,Figure from international organizations,nan
245,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,1999,1000 No,78123.713,X,Figure from international organizations,nan
246,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,1999,1000 No,38212.637,X,Figure from international organizations,nan
247,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,1999,1000 No,39911.077,X,Figure from international organizations,nan
248,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,1999,1000 No,60482.574,X,Figure from international organizations,nan
249,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,1999,1000 No,18908.8,X,Figure from international organizations,nan
250,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2000,1000 No,79001.142,X,Figure from international organizations,nan
251,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2000,1000 No,38652.066,X,Figure from international organizations,nan
252,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2000,1000 No,40349.076,X,Figure from international organizations,nan
253,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2000,1000 No,60716.972,X,Figure from international organizations,nan
254,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2000,1000 No,19568.59,X,Figure from international organizations,nan
255,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2001,1000 No,79817.777,X,Figure from international organizations,nan
256,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2001,1000 No,39078.656,X,Figure from international organizations,nan
257,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2001,1000 No,40739.12,X,Figure from international organizations,nan
258,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2001,1000 No,60905.689,X,Figure from international organizations,nan
259,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2001,1000 No,20234.23,X,Figure from international organizations,nan
260,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2002,1000 No,80642.308,X,Figure from international organizations,nan
261,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2002,1000 No,39510.889,X,Figure from international organizations,nan
262,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2002,1000 No,41131.42,X,Figure from international organizations,nan
263,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2002,1000 No,61048.895,X,Figure from international organizations,nan
264,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2002,1000 No,20907.601,X,Figure from international organizations,nan
265,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2003,1000 No,81475.825,X,Figure from international organizations,nan
266,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2003,1000 No,39947.965,X,Figure from international organizations,nan
267,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2003,1000 No,41527.86,X,Figure from international organizations,nan
268,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2003,1000 No,61156.846,X,Figure from international organizations,nan
269,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2003,1000 No,21590.816,X,Figure from international organizations,nan
270,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2004,1000 No,82311.227,X,Figure from international organizations,nan
271,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2004,1000 No,40386.478,X,Figure from international organizations,nan
272,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2004,1000 No,41924.749,X,Figure from international organizations,nan
273,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2004,1000 No,61239.621,X,Figure from international organizations,nan
274,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2004,1000 No,22288.057,X,Figure from international organizations,nan
275,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2005,1000 No,83142.095,X,Figure from international organizations,nan
276,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2005,1000 No,40824.111,X,Figure from international organizations,nan
277,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2005,1000 No,42317.983,X,Figure from international organizations,nan
278,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2005,1000 No,61308.288,X,Figure from international organizations,nan
279,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2005,1000 No,23000.555,X,Figure from international organizations,nan
280,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2006,1000 No,83951.8,X,Figure from international organizations,nan
281,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2006,1000 No,41252.012,X,Figure from international organizations,nan
282,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2006,1000 No,42699.789,X,Figure from international organizations,nan
283,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2006,1000 No,61363.16,X,Figure from international organizations,nan
284,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2006,1000 No,23731.457,X,Figure from international organizations,nan
285,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2007,1000 No,84762.269,X,Figure from international organizations,nan
286,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2007,1000 No,41680.018,X,Figure from international organizations,nan
287,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2007,1000 No,43082.251,X,Figure from international organizations,nan
288,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2007,1000 No,61408.016,X,Figure from international organizations,nan
289,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2007,1000 No,24481.574,X,Figure from international organizations,nan
290,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2008,1000 No,85597.241,X,Figure from international organizations,nan
291,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2008,1000 No,42119.105,X,Figure from international organizations,nan
292,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2008,1000 No,43478.136,X,Figure from international organizations,nan
293,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2008,1000 No,61451.799,X,Figure from international organizations,nan
294,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2008,1000 No,25256.002,X,Figure from international organizations,nan
295,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2009,1000 No,86482.923,X,Figure from international organizations,nan
296,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2009,1000 No,42576.401,X,Figure from international organizations,nan
297,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2009,1000 No,43906.522,X,Figure from international organizations,nan
298,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2009,1000 No,61504.167,X,Figure from international organizations,nan
299,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2009,1000 No,26061.24,X,Figure from international organizations,nan
300,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2010,1000 No,87411.012,X,Figure from international organizations,nan
301,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2010,1000 No,43048.31,X,Figure from international organizations,nan
302,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2010,1000 No,44362.702,X,Figure from international organizations,nan
303,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2010,1000 No,61561.816,X,Figure from international organizations,nan
304,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2010,1000 No,26910.696,X,Figure from international organizations,nan
305,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2011,1000 No,88349.117,X,Figure from international organizations,nan
306,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2011,1000 No,43525.217,X,Figure from international organizations,nan
307,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2011,1000 No,44823.899,X,Figure from international organizations,nan
308,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2011,1000 No,61639.703,X,Figure from international organizations,nan
309,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2011,1000 No,27796.941,X,Figure from international organizations,nan
310,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2012,1000 No,89301.326,X,Figure from international organizations,nan
311,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2012,1000 No,44010.133,X,Figure from international organizations,nan
312,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2012,1000 No,45291.192,X,Figure from international organizations,nan
313,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2012,1000 No,61731.739,X,Figure from international organizations,nan
314,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2012,1000 No,28720.142,X,Figure from international organizations,nan
315,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2013,1000 No,90267.739,X,Figure from international organizations,nan
316,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2013,1000 No,44502.82,X,Figure from international organizations,nan
317,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2013,1000 No,45764.918,X,Figure from international organizations,nan
318,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2013,1000 No,61825.502,X,Figure from international organizations,nan
319,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2013,1000 No,29672.223,X,Figure from international organizations,nan
320,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2014,1000 No,91235.504,X,Figure from international organizations,nan
321,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2014,1000 No,44995.81,X,Figure from international organizations,nan
322,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2014,1000 No,46239.694,X,Figure from international organizations,nan
323,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2014,1000 No,61898.224,X,Figure from international organizations,nan
324,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2014,1000 No,30646.691,X,Figure from international organizations,nan
325,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2015,1000 No,92191.398,X,Figure from international organizations,nan
326,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2015,1000 No,45481.51,X,Figure from international organizations,nan
327,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2015,1000 No,46709.887,X,Figure from international organizations,nan
328,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2015,1000 No,61936.198,X,Figure from international organizations,nan
329,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2015,1000 No,31635.369,X,Figure from international organizations,nan
330,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2016,1000 No,93126.529,X,Figure from international organizations,nan
331,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2016,1000 No,45954.943,X,Figure from international organizations,nan
332,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2016,1000 No,47171.586,X,Figure from international organizations,nan
333,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2016,1000 No,61933.285,X,Figure from international organizations,nan
334,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2016,1000 No,32635.787,X,Figure from international organizations,nan
335,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2017,1000 No,94033.048,X,Figure from international organizations,nan
336,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2017,1000 No,46412.679,X,Figure from international organizations,nan
337,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2017,1000 No,47620.37,X,Figure from international organizations,nan
338,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2017,1000 No,61898.302,X,Figure from international organizations,nan
339,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2017,1000 No,33642.498,X,Figure from international organizations,nan
340,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2018,1000 No,94914.33,X,Figure from international organizations,nan
341,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2018,1000 No,46856.269,X,Figure from international organizations,nan
342,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2018,1000 No,48058.062,X,Figure from international organizations,nan
343,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2018,1000 No,61832.185,X,Figure from international organizations,nan
344,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2018,1000 No,34658.961,X,Figure from international organizations,nan
345,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2019,1000 No,95776.716,X,Figure from international organizations,nan
346,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2019,1000 No,47288.433,X,Figure from international organizations,nan
347,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2019,1000 No,48488.283,X,Figure from international organizations,nan
348,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2019,1000 No,61742.331,X,Figure from international organizations,nan
349,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2019,1000 No,35686.73,X,Figure from international organizations,nan
350,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2020,1000 No,96648.685,X,Figure from international organizations,nan
351,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2020,1000 No,47726.158,X,Figure from international organizations,nan
352,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2020,1000 No,48922.527,X,Figure from international organizations,nan
353,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2020,1000 No,61632.897,X,Figure from international organizations,nan
354,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2020,1000 No,36727.248,X,Figure from international organizations,nan
355,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2021,1000 No,97468.029,X,Figure from international organizations,nan
356,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2021,1000 No,48136.186,X,Figure from international organizations,nan
357,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2021,1000 No,49331.842,X,Figure from international organizations,nan
358,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2021,1000 No,61504.284,X,Figure from international organizations,nan
359,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2021,1000 No,37779.862,X,Figure from international organizations,nan
360,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2022,1000 No,98186.856,X,Figure from international organizations,nan
361,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2022,1000 No,48501.287,X,Figure from international organizations,nan
362,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2022,1000 No,49685.569,X,Figure from international organizations,nan
363,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2022,1000 No,61353.202,X,Figure from international organizations,nan
364,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2022,1000 No,38841.525,X,Figure from international organizations,nan
365,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2023,1000 No,98858.95,X,Figure from international organizations,nan
366,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2023,1000 No,48850.248,X,Figure from international organizations,nan
367,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2023,1000 No,50008.702,X,Figure from international organizations,nan
368,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2023,1000 No,61175.828,X,Figure from international organizations,nan
369,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2023,1000 No,39908.501,X,Figure from international organizations,nan
370,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2024,1000 No,99497.68,X,Figure from international organizations,nan
371,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2024,1000 No,49180.623,X,Figure from international organizations,nan
372,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2024,1000 No,50317.057,X,Figure from international organizations,nan
373,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2024,1000 No,60967.175,X,Figure from international organizations,nan
374,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2024,1000 No,40975.863,X,Figure from international organizations,nan
375,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2025,1000 No,100103.979,X,Figure from international organizations,nan
376,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2025,1000 No,49492.92,X,Figure from international organizations,nan
377,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2025,1000 No,50611.059,X,Figure from international organizations,nan
378,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2025,1000 No,60724.083,X,Figure from international organizations,nan
379,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2025,1000 No,42039.428,X,Figure from international organizations,nan
380,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2026,1000 No,100679.892,X,Figure from international organizations,nan
381,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2026,1000 No,49788.295,X,Figure from international organizations,nan
382,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2026,1000 No,50891.598,X,Figure from international organizations,nan
383,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2026,1000 No,60446.546,X,Figure from international organizations,nan
384,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2026,1000 No,43096.86,X,Figure from international organizations,nan
385,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2027,1000 No,101228.069,X,Figure from international organizations,nan
386,OA,Annual population,237,Viet Nam,512,Total Population - Male,3010,Population - Est. & Proj.,2027,1000 No,50068.128,X,Figure from international organizations,nan
387,OA,Annual population,237,Viet Nam,513,Total Population - Female,3010,Population - Est. & Proj.,2027,1000 No,51159.942,X,Figure from international organizations,nan
388,OA,Annual population,237,Viet Nam,551,Rural population,3010,Population - Est. & Proj.,2027,1000 No,60136.709,X,Figure from international organizations,nan
389,OA,Annual population,237,Viet Nam,561,Urban population,3010,Population - Est. & Proj.,2027,1000 No,44147.248,X,Figure from international organizations,nan
390,OA,Annual population,237,Viet Nam,511,Total Population - Both sexes,3010,Population - Est. & Proj.,2028,1000 No,101747.121,X,Figure from international organizations,nan
