Domain Code,Area Code,Element Code,Element,Item Code,Year,Unit,Value,Flag
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1961,1000 Int. $,1521,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1962,1000 Int. $,1521,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1963,1000 Int. $,1521,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1964,1000 Int. $,1848,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1965,1000 Int. $,1891,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1966,1000 Int. $,1956,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1967,1000 Int. $,1087,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1968,1000 Int. $,1087,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1969,1000 Int. $,1304,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1970,1000 Int. $,978,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1971,1000 Int. $,2174,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1972,1000 Int. $,1739,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1973,1000 Int. $,1087,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1974,1000 Int. $,1195,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1975,1000 Int. $,1087,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1976,1000 Int. $,978,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1977,1000 Int. $,696,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1978,1000 Int. $,652,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1979,1000 Int. $,717,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1980,1000 Int. $,761,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1981,1000 Int. $,804,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1982,1000 Int. $,869,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1983,1000 Int. $,978,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1984,1000 Int. $,1022,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1985,1000 Int. $,1087,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1986,1000 Int. $,2174,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1987,1000 Int. $,2934,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1988,1000 Int. $,2174,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1989,1000 Int. $,2608,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1990,1000 Int. $,2174,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1991,1000 Int. $,2257,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1992,1000 Int. $,2608,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1993,1000 Int. $,2826,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1994,1000 Int. $,2174,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1995,1000 Int. $,2608,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1996,1000 Int. $,4347,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1997,1000 Int. $,4782,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1998,1000 Int. $,6521,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,1999,1000 Int. $,6525,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2000,1000 Int. $,6955,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2001,1000 Int. $,6904,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2002,1000 Int. $,7052,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2003,1000 Int. $,7173,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2004,1000 Int. $,7382,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2005,1000 Int. $,7550,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2006,1000 Int. $,7815,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2007,1000 Int. $,8014,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2008,1000 Int. $,8204,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2009,1000 Int. $,8390,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2010,1000 Int. $,8573,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2011,1000 Int. $,8755,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2012,1000 Int. $,8912,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2013,1000 Int. $,9129,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2014,1000 Int. $,9271,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2015,1000 Int. $,9499,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2016,1000 Int. $,9688,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2017,1000 Int. $,17259,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2018,1000 Int. $,24075,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2019,1000 Int. $,32604,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2020,1000 Int. $,32604,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),711,2021,1000 Int. $,36153,E
QV,237,56,Gross Production Value (current thousand SLC),711,2017,1000 SLC,372863999,E
QV,237,56,Gross Production Value (current thousand SLC),711,2018,1000 SLC,533412088,E
QV,237,56,Gross Production Value (current thousand SLC),711,2019,1000 SLC,799874362,E
QV,237,56,Gross Production Value (current thousand SLC),711,2020,1000 SLC,967549519,E
QV,237,56,Gross Production Value (current thousand SLC),711,2021,1000 SLC,1099430496,E
QV,237,57,Gross Production Value (current thousand US$),711,2017,1000 USD,16668,E
QV,237,57,Gross Production Value (current thousand US$),711,2018,1000 USD,23600,E
QV,237,57,Gross Production Value (current thousand US$),711,2019,1000 USD,34701,E
QV,237,57,Gross Production Value (current thousand US$),711,2020,1000 USD,41690,E
QV,237,57,Gross Production Value (current thousand US$),711,2021,1000 USD,47472,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),572,2018,1000 Int. $,71131,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),572,2019,1000 Int. $,100951,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),572,2020,1000 Int. $,145132,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),572,2021,1000 Int. $,194536,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1961,1000 Int. $,128014,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1962,1000 Int. $,128725,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1963,1000 Int. $,136904,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1964,1000 Int. $,142238,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1965,1000 Int. $,145794,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1966,1000 Int. $,147572,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1967,1000 Int. $,152906,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1968,1000 Int. $,160018,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1969,1000 Int. $,163574,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1970,1000 Int. $,165352,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1971,1000 Int. $,167130,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1972,1000 Int. $,168908,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1973,1000 Int. $,169974,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1974,1000 Int. $,177797,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1975,1000 Int. $,170685,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1976,1000 Int. $,195577,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1977,1000 Int. $,213357,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1978,1000 Int. $,238248,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1979,1000 Int. $,274377,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1980,1000 Int. $,318151,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1981,1000 Int. $,320035,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1982,1000 Int. $,337815,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1983,1000 Int. $,320035,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1984,1000 Int. $,355595,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1985,1000 Int. $,384042,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1986,1000 Int. $,435284,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1987,1000 Int. $,408934,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1988,1000 Int. $,432048,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1989,1000 Int. $,436375,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1990,1000 Int. $,434323,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1991,1000 Int. $,457402,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1992,1000 Int. $,485566,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1993,1000 Int. $,497029,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1994,1000 Int. $,488972,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1995,1000 Int. $,455955,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1996,1000 Int. $,468923,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1997,1000 Int. $,467998,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1998,1000 Int. $,467675,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,1999,1000 Int. $,458148,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2000,1000 Int. $,399973,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2001,1000 Int. $,400222,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2002,1000 Int. $,390087,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2003,1000 Int. $,455801,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2004,1000 Int. $,472728,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2005,1000 Int. $,477990,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2006,1000 Int. $,480053,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2007,1000 Int. $,481831,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2008,1000 Int. $,497833,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2009,1000 Int. $,537008,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2010,1000 Int. $,575435,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2011,1000 Int. $,619597,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2012,1000 Int. $,637203,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2013,1000 Int. $,672971,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2014,1000 Int. $,660567,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2015,1000 Int. $,691041,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2016,1000 Int. $,690542,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2017,1000 Int. $,727316,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2018,1000 Int. $,742224,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2019,1000 Int. $,780263,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2020,1000 Int. $,806318,E
QV,237,152,Gross Production Value (constant 2014-2016 thousand I$),486,2021,1000 Int. $,834537,E
QV,237,56,Gross Production Value (current thousand SLC),486,2000,1000 SLC,1978523200,E
QV,237,56,Gross Production Value (current thousand SLC),486,2001,1000 SLC,2126519700,E
QV,237,56,Gross Production Value (current thousand SLC),486,2002,1000 SLC,1547099100,E
QV,237,56,Gross Production Value (current thousand SLC),486,2003,1000 SLC,2149578600,E
QV,237,56,Gross Production Value (current thousand SLC),486,2004,1000 SLC,2285238600,E
QV,237,56,Gross Production Value (current thousand SLC),486,2005,1000 SLC,3141395400,E
QV,237,56,Gross Production Value (current thousand SLC),486,2006,1000 SLC,2744550000,E
QV,237,56,Gross Production Value (current thousand SLC),486,2007,1000 SLC,3441700000,E
QV,237,56,Gross Production Value (current thousand SLC),486,2008,1000 SLC,4453400000,E
QV,237,56,Gross Production Value (current thousand SLC),486,2009,1000 SLC,6342708338,E
QV,237,56,Gross Production Value (current thousand SLC),486,2010,1000 SLC,8016718548,E
QV,237,56,Gross Production Value (current thousand SLC),486,2011,1000 SLC,9818561494,E
QV,237,56,Gross Production Value (current thousand SLC),486,2012,1000 SLC,10185220586,E
QV,237,56,Gross Production Value (current thousand SLC),486,2013,1000 SLC,11400558552,E
QV,237,56,Gross Production Value (current thousand SLC),486,2014,1000 SLC,12596663621,E
QV,237,56,Gross Production Value (current thousand SLC),486,2015,1000 SLC,13292426448,E
QV,237,56,Gross Production Value (current thousand SLC),486,2016,1000 SLC,13995525535,E
QV,237,56,Gross Production Value (current thousand SLC),486,2017,1000 SLC,15368773254,E
QV,237,56,Gross Production Value (current thousand SLC),486,2018,1000 SLC,15477201959,E
QV,237,56,Gross Production Value (current thousand SLC),486,2019,1000 SLC,17157124299,E
QV,237,56,Gross Production Value (current thousand SLC),486,2020,1000 SLC,17589035324,E
QV,237,56,Gross Production Value (current thousand SLC),486,2021,1000 SLC,20938436228,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1961,1000 SLC,2499360000,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1962,1000 SLC,2513245333,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1963,1000 SLC,2672926667,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1964,1000 SLC,2777066667,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1965,1000 SLC,2846493333,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1966,1000 SLC,2881206667,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1967,1000 SLC,2985346667,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1968,1000 SLC,3124200000,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1969,1000 SLC,3193626667,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1970,1000 SLC,3228340000,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1971,1000 SLC,3263053333,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1972,1000 SLC,3297766667,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1973,1000 SLC,3318594667,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1974,1000 SLC,3471333333,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1975,1000 SLC,3332480000,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1976,1000 SLC,3818466667,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1977,1000 SLC,4165600000,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1978,1000 SLC,4651586667,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1979,1000 SLC,5356961600,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1980,1000 SLC,6211603867,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1981,1000 SLC,6248400000,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1982,1000 SLC,6595533333,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1983,1000 SLC,6248400000,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1984,1000 SLC,6942666667,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1985,1000 SLC,7498080000,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1986,1000 SLC,8498518267,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1987,1000 SLC,7984066667,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1988,1000 SLC,8435340000,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1989,1000 SLC,8519832253,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1990,1000 SLC,8479773067,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1991,1000 SLC,8930352133,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1992,1000 SLC,9480239104,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1993,1000 SLC,9704035964,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1994,1000 SLC,9546729023,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1995,1000 SLC,8902102423,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1996,1000 SLC,9155294533,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1997,1000 SLC,9137243600,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1998,1000 SLC,9130925773,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,1999,1000 SLC,8944931733,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2000,1000 SLC,7809111467,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2001,1000 SLC,7813971333,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2002,1000 SLC,7616105333,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2003,1000 SLC,8899110133,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2004,1000 SLC,9229581067,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2005,1000 SLC,9332332533,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2006,1000 SLC,9372600000,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2007,1000 SLC,9407313333,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2008,1000 SLC,9719733333,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2009,1000 SLC,10484597561,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2010,1000 SLC,11234841469,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2011,1000 SLC,12097071801,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2012,1000 SLC,12440821279,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2013,1000 SLC,13139156348,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2014,1000 SLC,12896982249,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2015,1000 SLC,13491942401,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2016,1000 SLC,13482207383,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2017,1000 SLC,14200195605,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2018,1000 SLC,14491252042,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2019,1000 SLC,15233926118,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2020,1000 SLC,15742637189,E
QV,237,55,Gross Production Value (constant 2014-2016 thousand SLC),486,2021,1000 SLC,16293589637,E
QV,237,57,Gross Production Value (current thousand US$),486,2000,1000 USD,139650,E
QV,237,57,Gross Production Value (current thousand US$),486,2001,1000 USD,144414,E
QV,237,57,Gross Production Value (current thousand US$),486,2002,1000 USD,101253,E
QV,237,57,Gross Production Value (current thousand US$),486,2003,1000 USD,138597,E
QV,237,57,Gross Production Value (current thousand US$),486,2004,1000 USD,145131,E
QV,237,57,Gross Production Value (current thousand US$),486,2005,1000 USD,198084,E
QV,237,57,Gross Production Value (current thousand US$),486,2006,1000 USD,171596,E
QV,237,57,Gross Production Value (current thousand US$),486,2007,1000 USD,213702,E
QV,237,57,Gross Production Value (current thousand US$),486,2008,1000 USD,273177,E
QV,237,57,Gross Production Value (current thousand US$),486,2009,1000 USD,371678,E
QV,237,57,Gross Production Value (current thousand US$),486,2010,1000 USD,430707,E
QV,237,57,Gross Production Value (current thousand US$),486,2011,1000 USD,478727,E
QV,237,57,Gross Production Value (current thousand US$),486,2012,1000 USD,489016,E
QV,237,57,Gross Production Value (current thousand US$),486,2013,1000 USD,544611,E
QV,237,57,Gross Production Value (current thousand US$),486,2014,1000 USD,595643,E
QV,237,57,Gross Production Value (current thousand US$),486,2015,1000 USD,612623,E
QV,237,57,Gross Production Value (current thousand US$),486,2016,1000 USD,638045,E
QV,237,57,Gross Production Value (current thousand US$),486,2017,1000 USD,687023,E
QV,237,57,Gross Production Value (current thousand US$),486,2018,1000 USD,684770,E
QV,237,57,Gross Production Value (current thousand US$),486,2019,1000 USD,744336,E
QV,237,57,Gross Production Value (current thousand US$),486,2020,1000 USD,757875,E
QV,237,57,Gross Production Value (current thousand US$),486,2021,1000 USD,904086,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1961,1000 USD,115734,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1962,1000 USD,116377,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1963,1000 USD,123771,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1964,1000 USD,128593,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1965,1000 USD,131808,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1966,1000 USD,133415,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1967,1000 USD,138238,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1968,1000 USD,144667,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1969,1000 USD,147882,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1970,1000 USD,149490,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1971,1000 USD,151097,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1972,1000 USD,152704,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1973,1000 USD,153669,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1974,1000 USD,160742,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1975,1000 USD,154312,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1976,1000 USD,176816,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1977,1000 USD,192890,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1978,1000 USD,215394,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1979,1000 USD,248056,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1980,1000 USD,287631,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1981,1000 USD,289335,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1982,1000 USD,305409,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1983,1000 USD,289335,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1984,1000 USD,321483,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1985,1000 USD,347202,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1986,1000 USD,393527,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1987,1000 USD,369706,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1988,1000 USD,390602,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1989,1000 USD,394514,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1990,1000 USD,392659,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1991,1000 USD,413524,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1992,1000 USD,438986,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1993,1000 USD,449349,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1994,1000 USD,442065,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1995,1000 USD,412216,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1996,1000 USD,423940,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1997,1000 USD,423104,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1998,1000 USD,422811,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,1999,1000 USD,414199,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2000,1000 USD,361604,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2001,1000 USD,361829,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2002,1000 USD,352667,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2003,1000 USD,412077,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2004,1000 USD,427380,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2005,1000 USD,432138,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2006,1000 USD,434002,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2007,1000 USD,435610,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2008,1000 USD,450076,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2009,1000 USD,485494,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2010,1000 USD,520234,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2011,1000 USD,560160,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2012,1000 USD,576077,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2013,1000 USD,608414,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2014,1000 USD,597200,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2015,1000 USD,624750,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2016,1000 USD,624299,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2017,1000 USD,657546,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2018,1000 USD,671024,E
QV,237,58,Gross Production Value (constant 2014-2016 thousand US$),486,2019,1000 USD,705413,E
