,Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
8266,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1977,1977,100 g/ha,10870,E,Estimated value,
8267,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1977,1977,t,450,A,Official figure,
8268,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1978,1978,ha,403,A,Official figure,
8269,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1978,1978,100 g/ha,7370,E,Estimated value,
8270,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1978,1978,t,297,A,Official figure,
8271,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1979,1979,ha,628,A,Official figure,
8272,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1979,1979,100 g/ha,5032,E,Estimated value,
8273,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1979,1979,t,316,A,Official figure,
8274,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1980,1980,ha,426,A,Official figure,
8275,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1980,1980,100 g/ha,13052,E,Estimated value,
8276,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1980,1980,t,556,A,Official figure,
8277,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1981,1981,ha,900,A,Official figure,
8278,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1981,1981,100 g/ha,9456,E,Estimated value,
8279,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1981,1981,t,851,A,Official figure,
8280,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1982,1982,ha,1200,A,Official figure,
8281,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1982,1982,100 g/ha,7242,E,Estimated value,
8282,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1982,1982,t,869,A,Official figure,
8283,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1983,1983,ha,1583,A,Official figure,
8284,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1983,1983,100 g/ha,6715,E,Estimated value,
8285,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1983,1983,t,1063,A,Official figure,
8286,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1984,1984,ha,1921,A,Official figure,
8287,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1984,1984,100 g/ha,6158,E,Estimated value,
8288,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1984,1984,t,1183,A,Official figure,
8289,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1985,1985,ha,2176,A,Official figure,
8290,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1985,1985,100 g/ha,6052,E,Estimated value,
8291,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1985,1985,t,1317,A,Official figure,
8292,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1986,1986,ha,3900,A,Official figure,
8293,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1986,1986,100 g/ha,9197,E,Estimated value,
8294,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1986,1986,t,3587,A,Official figure,
8295,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1987,1987,ha,5900,A,Official figure,
8296,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1987,1987,100 g/ha,8102,E,Estimated value,
8297,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1987,1987,t,4780,A,Official figure,
8298,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1988,1988,ha,7600,A,Official figure,
8299,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1988,1988,100 g/ha,8124,E,Estimated value,
8300,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1988,1988,t,6174,A,Official figure,
8301,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1989,1989,ha,7964,A,Official figure,
8302,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1989,1989,100 g/ha,11562,X,Figure from international organizations,Unofficial figure
8303,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1989,1989,t,9208,X,Figure from international organizations,Unofficial figure
8304,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1990,1990,ha,9196,A,Official figure,
8305,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1990,1990,100 g/ha,12190,X,Figure from international organizations,Unofficial figure
8306,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1990,1990,t,11210,X,Figure from international organizations,Unofficial figure
8307,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1991,1991,ha,8863,A,Official figure,
8308,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1991,1991,100 g/ha,13020,E,Estimated value,
8309,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1991,1991,t,11540,X,Figure from international organizations,Unofficial figure
8310,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1992,1992,ha,6400,A,Official figure,
8311,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1992,1992,100 g/ha,15905,E,Estimated value,
8312,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1992,1992,t,10179,X,Figure from international organizations,Unofficial figure
8313,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1993,1993,ha,6700,A,Official figure,
8314,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1993,1993,100 g/ha,14552,E,Estimated value,
8315,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1993,1993,t,9750,X,Figure from international organizations,Unofficial figure
8316,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1994,1994,ha,6500,A,Official figure,
8317,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1994,1994,100 g/ha,17800,E,Estimated value,
8318,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1994,1994,t,11570,X,Figure from international organizations,Unofficial figure
8319,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1995,1995,ha,7000,A,Official figure,
8320,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1995,1995,100 g/ha,17286,E,Estimated value,
8321,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1995,1995,t,12100,X,Figure from international organizations,Unofficial figure
8322,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1996,1996,ha,7500,A,Official figure,
8323,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1996,1996,100 g/ha,18267,E,Estimated value,
8324,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1996,1996,t,13700,X,Figure from international organizations,Unofficial figure
8325,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1997,1997,ha,9800,A,Official figure,
8326,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1997,1997,100 g/ha,33163,E,Estimated value,
8327,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1997,1997,t,32500,X,Figure from international organizations,Unofficial figure
8328,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1998,1998,ha,12800,A,Official figure,
8329,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1998,1998,100 g/ha,22344,E,Estimated value,
8330,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1998,1998,t,28600,X,Figure from international organizations,Unofficial figure
8331,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",1999,1999,ha,17600,A,Official figure,
8332,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",1999,1999,100 g/ha,22898,E,Estimated value,
8333,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",1999,1999,t,40300,X,Figure from international organizations,Unofficial figure
8334,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2000,2000,ha,14900,A,Official figure,
8335,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2000,2000,100 g/ha,34228,E,Estimated value,
8336,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2000,2000,t,51000,X,Figure from international organizations,Unofficial figure
8337,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2001,2001,ha,17500,A,Official figure,
8338,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2001,2001,100 g/ha,32971,E,Estimated value,
8339,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2001,2001,t,57700,X,Figure from international organizations,Unofficial figure
8340,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2002,2002,ha,25100,A,Official figure,
8341,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2002,2002,100 g/ha,32191,E,Estimated value,
8342,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2002,2002,t,80800,E,Estimated value,
8343,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2003,2003,ha,30600,A,Official figure,
8344,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2003,2003,100 g/ha,29144,E,Estimated value,
8345,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2003,2003,t,89180,X,Figure from international organizations,Unofficial figure
8346,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2004,2004,ha,36200,A,Official figure,
8347,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2004,2004,100 g/ha,26359,E,Estimated value,
8348,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2004,2004,t,95420,X,Figure from international organizations,Unofficial figure
8349,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2005,2005,ha,39400,A,Official figure,
8350,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2005,2005,100 g/ha,26495,E,Estimated value,
8351,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2005,2005,t,104390,X,Figure from international organizations,Unofficial figure
8352,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2006,2006,ha,40500,A,Official figure,
8353,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2006,2006,100 g/ha,25326,E,Estimated value,
8354,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2006,2006,t,102570,X,Figure from international organizations,Unofficial figure
8355,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2007,2007,ha,41100,A,Official figure,
8356,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2007,2007,100 g/ha,28246,E,Estimated value,
8357,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2007,2007,t,116090,X,Figure from international organizations,Unofficial figure
8358,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2008,2008,ha,42400,A,Official figure,
8359,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2008,2008,100 g/ha,30189,E,Estimated value,
8360,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2008,2008,t,128000,X,Figure from international organizations,Unofficial figure
8361,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2009,2009,ha,44200,A,Official figure,
8362,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2009,2009,100 g/ha,31674,E,Estimated value,
8363,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2009,2009,t,140000,X,Figure from international organizations,Unofficial figure
8364,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2010,2010,ha,44300,A,Official figure,
8365,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2010,2010,100 g/ha,23792,A,Official figure,
8366,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2010,2010,t,105400,A,Official figure,
8367,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2011,2011,ha,45070,A,Official figure,
8368,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2011,2011,100 g/ha,24842,A,Official figure,
8369,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2011,2011,t,111964,A,Official figure,
8370,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2012,2012,ha,48519,A,Official figure,
8371,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2012,2012,100 g/ha,24789,A,Official figure,
8372,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2012,2012,t,120276,A,Official figure,
8373,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2013,2013,ha,50998,A,Official figure,
8374,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2013,2013,100 g/ha,24515,A,Official figure,
8375,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2013,2013,t,125023,A,Official figure,
8376,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2014,2014,ha,58527,A,Official figure,
8377,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2014,2014,100 g/ha,25930,A,Official figure,
8378,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2014,2014,t,151761,A,Official figure,
8379,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2015,2015,ha,67841,A,Official figure,
8380,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2015,2015,100 g/ha,26059,A,Official figure,
8381,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2015,2015,t,176788.6,A,Official figure,
8382,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2016,2016,ha,81790,A,Official figure,
8383,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2016,2016,100 g/ha,26462,A,Official figure,
8384,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2016,2016,t,216432.03,A,Official figure,
8385,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2017,2017,ha,93507,A,Official figure,
8386,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2017,2017,100 g/ha,27011,A,Official figure,
8387,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2017,2017,t,252575.72,A,Official figure,
8388,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2018,2018,ha,107392,A,Official figure,
8389,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2018,2018,100 g/ha,24458,A,Official figure,
8390,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2018,2018,t,262658.45,A,Official figure,
8391,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2019,2019,ha,111071,A,Official figure,
8392,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2019,2019,100 g/ha,23845,A,Official figure,
8393,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2019,2019,t,264853.73,A,Official figure,
8394,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2020,2020,ha,112881,A,Official figure,
8395,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2020,2020,100 g/ha,23936,A,Official figure,
8396,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2020,2020,t,270192.29,A,Official figure,
8397,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,687,"Pepper (Piper spp.), raw",2021,2021,ha,115095,A,Official figure,
8398,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,687,"Pepper (Piper spp.), raw",2021,2021,100 g/ha,25037,A,Official figure,
8399,QCL,Crops and livestock products,237,Viet Nam,5510,Production,687,"Pepper (Piper spp.), raw",2021,2021,t,288167.21,A,Official figure,
8400,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1961,1961,ha,8000,E,Estimated value,
8401,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1961,1961,100 g/ha,75000,E,Estimated value,
8402,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1961,1961,t,60000,E,Estimated value,
8403,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1962,1962,ha,9000,E,Estimated value,
8404,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1962,1962,100 g/ha,75556,E,Estimated value,
8405,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1962,1962,t,68000,E,Estimated value,
8406,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1963,1963,ha,9000,E,Estimated value,
8407,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1963,1963,100 g/ha,84444,E,Estimated value,
8408,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1963,1963,t,76000,E,Estimated value,
8409,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1964,1964,ha,10000,E,Estimated value,
8410,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1964,1964,100 g/ha,85000,E,Estimated value,
8411,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1964,1964,t,85000,E,Estimated value,
8412,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1965,1965,ha,10000,E,Estimated value,
8413,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1965,1965,100 g/ha,94000,E,Estimated value,
8414,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1965,1965,t,94000,E,Estimated value,
8415,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1966,1966,ha,12000,E,Estimated value,
8416,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1966,1966,100 g/ha,83333,E,Estimated value,
8417,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1966,1966,t,100000,E,Estimated value,
8418,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1967,1967,ha,14000,E,Estimated value,
8419,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1967,1967,100 g/ha,85714,E,Estimated value,
8420,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1967,1967,t,120000,E,Estimated value,
8421,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1968,1968,ha,16000,E,Estimated value,
8422,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1968,1968,100 g/ha,87500,E,Estimated value,
8423,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1968,1968,t,140000,E,Estimated value,
8424,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1969,1969,ha,18000,E,Estimated value,
8425,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1969,1969,100 g/ha,88889,E,Estimated value,
8426,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1969,1969,t,160000,E,Estimated value,
8427,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1970,1970,ha,19000,E,Estimated value,
8428,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1970,1970,100 g/ha,94737,E,Estimated value,
8429,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1970,1970,t,180000,E,Estimated value,
8430,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1971,1971,ha,19000,E,Estimated value,
8431,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1971,1971,100 g/ha,100000,E,Estimated value,
8432,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1971,1971,t,190000,E,Estimated value,
8433,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1972,1972,ha,20000,E,Estimated value,
8434,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1972,1972,100 g/ha,100000,E,Estimated value,
8435,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1972,1972,t,200000,E,Estimated value,
8436,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1973,1973,ha,19000,E,Estimated value,
8437,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1973,1973,100 g/ha,94737,E,Estimated value,
8438,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1973,1973,t,180000,E,Estimated value,
8439,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1974,1974,ha,20000,E,Estimated value,
8440,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1974,1974,100 g/ha,100000,E,Estimated value,
8441,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1974,1974,t,200000,E,Estimated value,
8442,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1975,1975,ha,17000,E,Estimated value,
8443,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1975,1975,100 g/ha,88235,E,Estimated value,
8444,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1975,1975,t,150000,E,Estimated value,
8445,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1976,1976,ha,15316,A,Official figure,
8446,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1976,1976,100 g/ha,80569,E,Estimated value,
8447,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1976,1976,t,123400,A,Official figure,
8448,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1977,1977,ha,17000,E,Estimated value,
8449,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1977,1977,100 g/ha,94118,E,Estimated value,
8450,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1977,1977,t,160000,E,Estimated value,
8451,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1978,1978,ha,23000,E,Estimated value,
8452,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1978,1978,100 g/ha,93087,I,Imputed value,
8453,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1978,1978,t,214100,A,Official figure,
8454,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1979,1979,ha,28000,E,Estimated value,
8455,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1979,1979,100 g/ha,94750,I,Imputed value,
8456,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1979,1979,t,265300,A,Official figure,
8457,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1980,1980,ha,32191,A,Official figure,
8458,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1980,1980,100 g/ha,104576,E,Estimated value,
8459,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1980,1980,t,336639,A,Official figure,
8460,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1981,1981,ha,32000,E,Estimated value,
8461,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1981,1981,100 g/ha,101563,E,Estimated value,
8462,QCL,Crops and livestock products,237,Viet Nam,5510,Production,574,Pineapples,1981,1981,t,325000,E,Estimated value,
8463,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,574,Pineapples,1982,1982,ha,33000,E,Estimated value,
8464,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,574,Pineapples,1982,1982,100 g/ha,100000,E,Estimated value,
