,Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
1298,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",1989,1989,ha,284600,A,Official figure,
1299,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",1989,1989,100 g/ha,90843,E,Estimated value,
1300,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",1989,1989,t,2585400,A,Official figure,
1301,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",1990,1990,ha,256800,A,Official figure,
1302,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",1990,1990,100 g/ha,88621,E,Estimated value,
1303,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",1990,1990,t,2275800,A,Official figure,
1304,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",1991,1991,ha,273200,A,Official figure,
1305,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",1991,1991,100 g/ha,89857,A,Official figure,
1306,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",1991,1991,t,2454900,A,Official figure,
1307,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",1992,1992,ha,283800,A,Official figure,
1308,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",1992,1992,100 g/ha,90483,A,Official figure,
1309,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",1992,1992,t,2567900,A,Official figure,
1310,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",1993,1993,ha,278000,A,Official figure,
1311,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",1993,1993,100 g/ha,88129,A,Official figure,
1312,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",1993,1993,t,2450000,A,Official figure,
1313,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",1994,1994,ha,279400,A,Official figure,
1314,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",1994,1994,100 g/ha,84406,A,Official figure,
1315,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",1994,1994,t,2358300,A,Official figure,
1316,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",1995,1995,ha,277400,A,Official figure,
1317,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",1995,1995,100 g/ha,78947,A,Official figure,
1318,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",1995,1995,t,2190000,A,Official figure,
1319,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",1996,1996,ha,275600,A,Official figure,
1320,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",1996,1996,100 g/ha,75011,A,Official figure,
1321,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",1996,1996,t,2067300,A,Official figure,
1322,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",1997,1997,ha,254400,A,Official figure,
1323,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",1997,1997,100 g/ha,94473,A,Official figure,
1324,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",1997,1997,t,2403400,A,Official figure,
1325,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",1998,1998,ha,231600,A,Official figure,
1326,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",1998,1998,100 g/ha,77003,A,Official figure,
1327,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",1998,1998,t,1783400,A,Official figure,
1328,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",1999,1999,ha,225400,A,Official figure,
1329,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",1999,1999,100 g/ha,85800,A,Official figure,
1330,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",1999,1999,t,1933943.2,A,Official figure,
1331,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2000,2000,ha,237600,A,Official figure,
1332,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2000,2000,100 g/ha,83598,A,Official figure,
1333,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2000,2000,t,1986300,A,Official figure,
1334,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2001,2001,ha,292300,A,Official figure,
1335,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2001,2001,100 g/ha,120055,A,Official figure,
1336,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2001,2001,t,3509200,A,Official figure,
1337,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2002,2002,ha,337000,A,Official figure,
1338,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2002,2002,100 g/ha,131691,A,Official figure,
1339,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2002,2002,t,4438000,A,Official figure,
1340,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2003,2003,ha,371900,A,Official figure,
1341,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2003,2003,100 g/ha,142751,A,Official figure,
1342,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2003,2003,t,5308900,A,Official figure,
1343,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2004,2004,ha,388600,A,Official figure,
1344,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2004,2004,100 g/ha,149786,A,Official figure,
1345,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2004,2004,t,5820700,A,Official figure,
1346,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2005,2005,ha,425500,A,Official figure,
1347,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2005,2005,100 g/ha,157843,A,Official figure,
1348,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2005,2005,t,6716200,A,Official figure,
1349,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2006,2006,ha,475200,A,Official figure,
1350,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2006,2006,100 g/ha,163773,A,Official figure,
1351,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2006,2006,t,7782500,A,Official figure,
1352,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2007,2007,ha,495500,A,Official figure,
1353,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2007,2007,100 g/ha,165344,A,Official figure,
1354,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2007,2007,t,8192800,A,Official figure,
1355,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2008,2008,ha,554000,A,Official figure,
1356,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2008,2008,100 g/ha,168049,A,Official figure,
1357,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2008,2008,t,9309900,A,Official figure,
1358,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2009,2009,ha,507800,A,Official figure,
1359,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2009,2009,100 g/ha,167989,A,Official figure,
1360,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2009,2009,t,8530500,A,Official figure,
1361,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2010,2010,ha,498000,A,Official figure,
1362,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2010,2010,100 g/ha,172602,A,Official figure,
1363,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2010,2010,t,8595600,A,Official figure,
1364,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2011,2011,ha,558173,A,Official figure,
1365,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2011,2011,100 g/ha,177327,A,Official figure,
1366,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2011,2011,t,9897913,A,Official figure,
1367,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2012,2012,ha,551771,A,Official figure,
1368,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2012,2012,100 g/ha,176445,A,Official figure,
1369,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2012,2012,t,9735723,A,Official figure,
1370,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2013,2013,ha,544107,A,Official figure,
1371,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2013,2013,100 g/ha,179334,A,Official figure,
1372,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2013,2013,t,9757681,A,Official figure,
1373,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2014,2014,ha,552760,A,Official figure,
1374,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2014,2014,100 g/ha,184707,A,Official figure,
1375,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2014,2014,t,10209882,A,Official figure,
1376,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2015,2015,ha,567998,A,Official figure,
1377,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2015,2015,100 g/ha,189085,A,Official figure,
1378,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2015,2015,t,10740000,A,Official figure,
1379,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2016,2016,ha,569233,A,Official figure,
1380,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2016,2016,100 g/ha,191658,A,Official figure,
1381,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2016,2016,t,10909799.61,A,Official figure,
1382,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2017,2017,ha,532501,A,Official figure,
1383,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2017,2017,100 g/ha,192818,A,Official figure,
1384,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2017,2017,t,10267568.37,A,Official figure,
1385,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2018,2018,ha,513021,A,Official figure,
1386,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2018,2018,100 g/ha,191943,A,Official figure,
1387,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2018,2018,t,9847074.37,A,Official figure,
1388,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2019,2019,ha,517775,A,Official figure,
1389,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2019,2019,100 g/ha,196511,A,Official figure,
1390,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2019,2019,t,10174858.09,A,Official figure,
1391,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2020,2020,ha,524483,A,Official figure,
1392,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2020,2020,100 g/ha,200277,A,Official figure,
1393,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2020,2020,t,10504202.97,A,Official figure,
1394,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,125,"Cassava, fresh",2021,2021,ha,524549,A,Official figure,
1395,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,125,"Cassava, fresh",2021,2021,100 g/ha,201422,A,Official figure,
1396,QCL,Crops and livestock products,237,Viet Nam,5510,Production,125,"Cassava, fresh",2021,2021,t,10565589.17,A,Official figure,
1397,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1961,1961,ha,6200,E,Estimated value,
1398,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1961,1961,100 g/ha,4516,E,Estimated value,
1399,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1961,1961,t,2800,X,Figure from international organizations,Unofficial figure
1400,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1962,1962,ha,4900,E,Estimated value,
1401,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1962,1962,100 g/ha,5102,E,Estimated value,
1402,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1962,1962,t,2500,X,Figure from international organizations,Unofficial figure
1403,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1963,1963,ha,3400,E,Estimated value,
1404,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1963,1963,100 g/ha,5000,E,Estimated value,
1405,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1963,1963,t,1700,X,Figure from international organizations,Unofficial figure
1406,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1964,1964,ha,4000,E,Estimated value,
1407,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1964,1964,100 g/ha,5000,E,Estimated value,
1408,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1964,1964,t,2000,E,Estimated value,
1409,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1965,1965,ha,4000,E,Estimated value,
1410,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1965,1965,100 g/ha,5000,E,Estimated value,
1411,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1965,1965,t,2000,E,Estimated value,
1412,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1966,1966,ha,4000,E,Estimated value,
1413,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1966,1966,100 g/ha,5000,E,Estimated value,
1414,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1966,1966,t,2000,E,Estimated value,
1415,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1967,1967,ha,4000,E,Estimated value,
1416,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1967,1967,100 g/ha,5000,E,Estimated value,
1417,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1967,1967,t,2000,E,Estimated value,
1418,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1968,1968,ha,4000,E,Estimated value,
1419,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1968,1968,100 g/ha,5000,E,Estimated value,
1420,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1968,1968,t,2000,E,Estimated value,
1421,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1969,1969,ha,4000,E,Estimated value,
1422,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1969,1969,100 g/ha,5000,E,Estimated value,
1423,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1969,1969,t,2000,E,Estimated value,
1424,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1970,1970,ha,4000,E,Estimated value,
1425,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1970,1970,100 g/ha,5000,E,Estimated value,
1426,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1970,1970,t,2000,E,Estimated value,
1427,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1971,1971,ha,4000,E,Estimated value,
1428,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1971,1971,100 g/ha,5000,E,Estimated value,
1429,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1971,1971,t,2000,E,Estimated value,
1430,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1972,1972,ha,4000,E,Estimated value,
1431,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1972,1972,100 g/ha,5000,E,Estimated value,
1432,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1972,1972,t,2000,E,Estimated value,
1433,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1973,1973,ha,4000,E,Estimated value,
1434,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1973,1973,100 g/ha,5000,E,Estimated value,
1435,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1973,1973,t,2000,E,Estimated value,
1436,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1974,1974,ha,4000,E,Estimated value,
1437,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1974,1974,100 g/ha,5000,E,Estimated value,
1438,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1974,1974,t,2000,E,Estimated value,
1439,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1975,1975,ha,4000,E,Estimated value,
1440,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1975,1975,100 g/ha,5000,E,Estimated value,
1441,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1975,1975,t,2000,E,Estimated value,
1442,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1976,1976,ha,4000,E,Estimated value,
1443,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1976,1976,100 g/ha,5000,E,Estimated value,
1444,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1976,1976,t,2000,E,Estimated value,
1445,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1977,1977,ha,4000,E,Estimated value,
1446,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1977,1977,100 g/ha,5000,E,Estimated value,
1447,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1977,1977,t,2000,E,Estimated value,
1448,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1978,1978,ha,4000,E,Estimated value,
1449,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1978,1978,100 g/ha,5000,E,Estimated value,
1450,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1978,1978,t,2000,E,Estimated value,
1451,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1979,1979,ha,4000,E,Estimated value,
1452,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1979,1979,100 g/ha,5000,E,Estimated value,
1453,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1979,1979,t,2000,E,Estimated value,
1454,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1980,1980,ha,4000,E,Estimated value,
1455,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1980,1980,100 g/ha,5000,E,Estimated value,
1456,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1980,1980,t,2000,E,Estimated value,
1457,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1981,1981,ha,4000,E,Estimated value,
1458,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1981,1981,100 g/ha,5000,E,Estimated value,
1459,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1981,1981,t,2000,E,Estimated value,
1460,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1982,1982,ha,4000,E,Estimated value,
1461,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1982,1982,100 g/ha,5000,E,Estimated value,
1462,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1982,1982,t,2000,E,Estimated value,
1463,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1983,1983,ha,4000,E,Estimated value,
1464,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1983,1983,100 g/ha,6250,E,Estimated value,
1465,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1983,1983,t,2500,E,Estimated value,
1466,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1984,1984,ha,4000,E,Estimated value,
1467,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1984,1984,100 g/ha,6250,E,Estimated value,
1468,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1984,1984,t,2500,E,Estimated value,
1469,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1985,1985,ha,4000,E,Estimated value,
1470,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1985,1985,100 g/ha,7500,E,Estimated value,
1471,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1985,1985,t,3000,E,Estimated value,
1472,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1986,1986,ha,4500,E,Estimated value,
1473,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1986,1986,100 g/ha,7778,E,Estimated value,
1474,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1986,1986,t,3500,E,Estimated value,
1475,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1987,1987,ha,4500,E,Estimated value,
1476,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1987,1987,100 g/ha,6222,E,Estimated value,
1477,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1987,1987,t,2800,E,Estimated value,
1478,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1988,1988,ha,5000,E,Estimated value,
1479,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1988,1988,100 g/ha,6000,E,Estimated value,
1480,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1988,1988,t,3000,E,Estimated value,
1481,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1989,1989,ha,5000,E,Estimated value,
1482,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1989,1989,100 g/ha,7000,E,Estimated value,
1483,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1989,1989,t,3500,E,Estimated value,
1484,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1990,1990,ha,5029,I,Imputed value,
1485,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1990,1990,100 g/ha,7954,I,Imputed value,
1486,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1990,1990,t,4000,E,Estimated value,
1487,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1991,1991,ha,5200,E,Estimated value,
1488,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1991,1991,100 g/ha,8077,E,Estimated value,
1489,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1991,1991,t,4200,E,Estimated value,
1490,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1992,1992,ha,5300,E,Estimated value,
1491,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1992,1992,100 g/ha,8113,E,Estimated value,
1492,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1992,1992,t,4300,E,Estimated value,
1493,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1993,1993,ha,5400,E,Estimated value,
1494,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1993,1993,100 g/ha,8055,E,Estimated value,
1495,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1993,1993,t,4349.72,I,Imputed value,
1496,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1994,1994,ha,5500,E,Estimated value,
1497,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1994,1994,100 g/ha,8182,E,Estimated value,
1498,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1994,1994,t,4500,E,Estimated value,
1499,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1995,1995,ha,6000,E,Estimated value,
1500,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1995,1995,100 g/ha,8333,E,Estimated value,
1501,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1995,1995,t,5000,E,Estimated value,
1502,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1996,1996,ha,5800,E,Estimated value,
1503,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1996,1996,100 g/ha,7759,E,Estimated value,
1504,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1996,1996,t,4500,E,Estimated value,
1505,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1997,1997,ha,6000,E,Estimated value,
1506,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1997,1997,100 g/ha,8000,E,Estimated value,
1507,QCL,Crops and livestock products,237,Viet Nam,5510,Production,265,Castor oil seeds,1997,1997,t,4800,E,Estimated value,
1508,QCL,Crops and livestock products,237,Viet Nam,5312,Area harvested,265,Castor oil seeds,1998,1998,ha,6200,E,Estimated value,
1509,QCL,Crops and livestock products,237,Viet Nam,5419,Yield,265,Castor oil seeds,1998,1998,100 g/ha,8065,E,Estimated value,
