,ma_xa,nam_quan_ly,tong_ds,tong_dien_tich,grdp_bq_theo_gia_hh,pn_15_49,tuoi_tho_bq
27748-2019,27748,2019,3738,,,1009,
27751-2019,27751,2019,2927,,,741,
27754-2019,27754,2019,3318,,,834,
27757-2019,27757,2019,9728,,,2612,
27760-2019,27760,2019,4611,,,1197,
27763-2019,27763,2019,4816,,,1272,
27766-2019,27766,2019,3867,,,1010,
27769-2019,27769,2019,5773,,,1515,
27772-2019,27772,2019,5273,,,1379,
27775-2019,27775,2019,3035,,,770,
27778-2019,27778,2019,4385,,,1253,
27781-2019,27781,2019,4288,,,1160,
27784-2019,27784,2019,4294,,,1175,
27787-2019,27787,2019,8306,,,2100,
27788-2019,27788,2019,7372,,,1885,
27790-2019,27790,2019,2957,,,714,
27793-2019,27793,2019,7542,,,1983,
27796-2019,27796,2019,4524,,,1164,
27799-2019,27799,2019,2465,,,666,
27802-2019,27802,2019,2605,,,668,
27805-2019,27805,2019,6789,,,1733,
27806-2019,27806,2019,3236,,,886,
27808-2019,27808,2019,3939,,,1032,
27811-2019,27811,2019,3971,,,1041,
27814-2019,27814,2019,4394,,,1145,
27817-2019,27817,2019,4990,,,1277,
27820-2019,27820,2019,5289,,,1413,
27823-2019,27823,2019,3443,,,873,
27826-2019,27826,2019,6182,,,1627,
27829-2019,27829,2019,3805,,,1023,
27832-2019,27832,2019,6102,,,1613,
27835-2019,27835,2019,5994,,,1506,
27838-2019,27838,2019,6860,,,1731,
27841-2019,27841,2019,6775,,,1692,
27844-2019,27844,2019,2853,,,761,
27847-2019,27847,2019,4732,,,1270,
27850-2019,27850,2019,6563,,,1720,
27853-2019,27853,2019,3260,,,854,
27856-2019,27856,2019,7241,,,1715,
27859-2019,27859,2019,9070,,,2267,
27862-2019,27862,2019,8063,,,2151,
27865-2019,27865,2019,6378,,,1776,
27868-2019,27868,2019,3503,,,846,
27871-2019,27871,2019,2637,,,699,
27874-2019,27874,2019,7717,,,2094,
27877-2019,27877,2019,4572,,,1201,
27880-2019,27880,2019,6747,,,1714,
27883-2019,27883,2019,5460,,,1366,
27886-2019,27886,2019,4389,,,1136,
27889-2019,27889,2019,4402,,,1162,
27892-2019,27892,2019,6373,,,1640,
27895-2019,27895,2019,3366,,,885,
27898-2019,27898,2019,5851,,,1486,
27901-2019,27901,2019,5595,,,1456,
27904-2019,27904,2019,7094,,,1649,
27907-2019,27907,2019,10760,,,2824,
27910-2019,27910,2019,6148,,,1500,
27913-2019,27913,2019,7201,,,1756,
27916-2019,27916,2019,3544,,,910,
27919-2019,27919,2019,8526,,,2183,
27922-2019,27922,2019,1825,,,443,
27925-2019,27925,2019,7370,,,1858,
27928-2019,27928,2019,2041,,,501,
27931-2019,27931,2019,15530,,,4060,
27934-2019,27934,2019,7407,,,1729,
27937-2019,27937,2019,13871,,,3861,
27940-2019,27940,2019,15202,,,4068,
27943-2019,27943,2019,9352,,,2375,
27946-2019,27946,2019,9702,,,2436,
27949-2019,27949,2019,13113,,,3374,
27952-2019,27952,2019,10511,,,2635,
27955-2019,27955,2019,11722,,,3239,
27958-2019,27958,2019,15867,,,4525,
27961-2019,27961,2019,9968,,,2512,
27964-2019,27964,2019,13427,,,3731,
27967-2019,27967,2019,18781,,,5134,
27970-2019,27970,2019,10423,,,2818,
27973-2019,27973,2019,12272,,,3298,
27976-2019,27976,2019,26398,,,7996,
27979-2019,27979,2019,9475,,,2539,
27982-2019,27982,2019,33187,,,10757,
27985-2019,27985,2019,47205,,,16672,
27988-2019,27988,2019,11874,,,3295,
27991-2019,27991,2019,26953,,,8174,
27994-2019,27994,2019,8216,,,2086,
27997-2019,27997,2019,8039,,,2173,
28000-2019,28000,2019,5937,,,1553,
28003-2019,28003,2019,12255,,,3327,
28006-2019,28006,2019,1611,,,419,
28009-2019,28009,2019,10811,,,2814,
28012-2019,28012,2019,13478,,,3637,
28015-2019,28015,2019,6280,,,1640,
28018-2019,28018,2019,17835,,,5372,
28021-2019,28021,2019,13739,,,4021,
28024-2019,28024,2019,14666,,,3931,
28027-2019,28027,2019,12741,,,3387,
28030-2019,28030,2019,15653,,,4265,
28033-2019,28033,2019,13375,,,3574,
28036-2019,28036,2019,14294,,,3483,
28039-2019,28039,2019,4795,,,1210,
28042-2019,28042,2019,6194,,,1538,
28045-2019,28045,2019,5179,,,1271,
28048-2019,28048,2019,6885,,,1735,
28051-2019,28051,2019,6758,,,1663,
28054-2019,28054,2019,7546,,,1782,
28057-2019,28057,2019,16053,,,4499,
28060-2019,28060,2019,9194,,,2383,
28063-2019,28063,2019,10597,,,2699,
28066-2019,28066,2019,8907,,,2341,
28072-2019,28072,2019,844,,,212,
28075-2019,28075,2019,5796,,,1365,
28078-2019,28078,2019,4362,,,1090,
28084-2019,28084,2019,6308,,,1550,
28087-2019,28087,2019,6049,,,1458,
28090-2019,28090,2019,5479,,,1324,
28093-2019,28093,2019,6529,,,1595,
28096-2019,28096,2019,6633,,,1674,
28099-2019,28099,2019,4500,,,1132,
28102-2019,28102,2019,6982,,,1602,
28105-2019,28105,2019,7236,,,1789,
28108-2019,28108,2019,13291,,,3280,
28111-2019,28111,2019,15817,,,4475,
28114-2019,28114,2019,8905,,,2408,
28117-2019,28117,2019,13712,,,3921,
28120-2019,28120,2019,11089,,,2785,
28123-2019,28123,2019,8335,,,2195,
28126-2019,28126,2019,8270,,,2263,
28129-2019,28129,2019,8389,,,2104,
28132-2019,28132,2019,10796,,,2733,
28135-2019,28135,2019,12138,,,2965,
28138-2019,28138,2019,11589,,,2931,
28141-2019,28141,2019,8483,,,2083,
28144-2019,28144,2019,12537,,,3037,
28147-2019,28147,2019,7447,,,1800,
28150-2019,28150,2019,14227,,,3603,
28153-2019,28153,2019,10636,,,2893,
28156-2019,28156,2019,11381,,,2956,
28159-2019,28159,2019,10447,,,2607,
28162-2019,28162,2019,15689,,,4234,
28165-2019,28165,2019,17353,,,4727,
28168-2019,28168,2019,13736,,,3924,
28174-2019,28174,2019,12647,,,3405,
28177-2019,28177,2019,15927,,,4156,
28180-2019,28180,2019,13636,,,3669,
28183-2019,28183,2019,11110,,,2951,
28189-2019,28189,2019,9412,,,2424,
28192-2019,28192,2019,9240,,,2449,
28195-2019,28195,2019,7526,,,1960,
28198-2019,28198,2019,8124,,,2065,
28201-2019,28201,2019,6167,,,1572,
28204-2019,28204,2019,13213,,,3454,
28207-2019,28207,2019,15257,,,4002,
28210-2019,28210,2019,6542,,,1645,
28213-2019,28213,2019,6715,,,1595,
28216-2019,28216,2019,6746,,,1744,
28219-2019,28219,2019,8083,,,2028,
28222-2019,28222,2019,6941,,,1756,
28225-2019,28225,2019,12272,,,2895,
28228-2019,28228,2019,8258,,,2001,
28231-2019,28231,2019,8193,,,1958,
28234-2019,28234,2019,13171,,,3125,
28237-2019,28237,2019,5606,,,1433,
28240-2019,28240,2019,12739,,,3081,
28243-2019,28243,2019,7928,,,2043,
28246-2019,28246,2019,6484,,,1540,
28249-2019,28249,2019,21145,,,6077,
28252-2019,28252,2019,13928,,,3341,
28255-2019,28255,2019,7377,,,1740,
28258-2019,28258,2019,8475,,,2081,
28261-2019,28261,2019,4363,,,1016,
28264-2019,28264,2019,10813,,,2660,
28267-2019,28267,2019,10696,,,2872,
28270-2019,28270,2019,21562,,,5709,
28273-2019,28273,2019,9696,,,3154,
28276-2019,28276,2019,12231,,,3498,
28279-2019,28279,2019,3224,,,802,
28282-2019,28282,2019,20983,,,5778,
28285-2019,28285,2019,26355,,,7612,
28288-2019,28288,2019,21622,,,6042,
28291-2019,28291,2019,14097,,,3896,
28294-2019,28294,2019,5136,,,1186,
28297-2019,28297,2019,5482,,,1244,
28300-2019,28300,2019,6300,,,1560,
28303-2019,28303,2019,4765,,,1070,
28306-2019,28306,2019,4954,,,1236,
28309-2019,28309,2019,5666,,,1429,
28312-2019,28312,2019,7544,,,1911,
28315-2019,28315,2019,6728,,,1845,
28318-2019,28318,2019,6948,,,1763,
28321-2019,28321,2019,3282,,,944,
28324-2019,28324,2019,1881,,,470,
28327-2019,28327,2019,2386,,,584,
28330-2019,28330,2019,2447,,,621,
28333-2019,28333,2019,1101,,,276,
28336-2019,28336,2019,8216,,,2032,
28339-2019,28339,2019,11120,,,2891,
28342-2019,28342,2019,7319,,,1888,
28345-2019,28345,2019,6289,,,1807,
28348-2019,28348,2019,4468,,,1145,
28354-2019,28354,2019,2729,,,752,
28357-2019,28357,2019,10571,,,2686,
28360-2019,28360,2019,15242,,,3739,
28363-2019,28363,2019,10409,,,2792,
28366-2019,28366,2019,14580,,,3845,
28369-2019,28369,2019,8547,,,2195,
28372-2019,28372,2019,10533,,,2632,
28375-2019,28375,2019,8253,,,2149,
28378-2019,28378,2019,5301,,,1320,
28381-2019,28381,2019,7716,,,2074,
28384-2019,28384,2019,8713,,,2119,
28387-2019,28387,2019,8139,,,1922,
28390-2019,28390,2019,13268,,,3301,
28393-2019,28393,2019,13371,,,3156,
28396-2019,28396,2019,10471,,,2514,
28399-2019,28399,2019,19984,,,5060,
28402-2019,28402,2019,9229,,,2200,
28405-2019,28405,2019,10094,,,2470,
28408-2019,28408,2019,13798,,,3364,
28411-2019,28411,2019,13524,,,3271,
28414-2019,28414,2019,10175,,,2613,
28417-2019,28417,2019,13339,,,3375,
28420-2019,28420,2019,10901,,,2607,
28423-2019,28423,2019,10597,,,2620,
28426-2019,28426,2019,14653,,,3510,
28429-2019,28429,2019,15774,,,3702,
28432-2019,28432,2019,15911,,,4194,
28435-2019,28435,2019,8865,,,2010,
28436-2019,28436,2019,4966,,,1143,
28437-2019,28437,2019,3040,,,738,
28438-2019,28438,2019,10489,,,2549,
28439-2019,28439,2019,5844,,,1512,
28440-2019,28440,2019,7781,,,1926,
28441-2019,28441,2019,8174,,,2054,
28444-2019,28444,2019,12283,,,3064,
28447-2019,28447,2019,13822,,,3444,
28450-2019,28450,2019,8547,,,2020,
28453-2019,28453,2019,7176,,,1687,
28456-2019,28456,2019,12382,,,2990,
28459-2019,28459,2019,5690,,,1358,
28462-2019,28462,2019,5784,,,1318,
28465-2019,28465,2019,9008,,,2196,
28468-2019,28468,2019,11262,,,2713,
28471-2019,28471,2019,16198,,,3988,
28474-2019,28474,2019,4759,,,1155,
28477-2019,28477,2019,10612,,,2603,
28480-2019,28480,2019,5753,,,1300,
28483-2019,28483,2019,7153,,,1710,
28486-2019,28486,2019,14408,,,3561,
28489-2019,28489,2019,8586,,,1911,
28492-2019,28492,2019,15989,,,3838,
28495-2019,28495,2019,10440,,,2609,
28498-2019,28498,2019,12658,,,2961,
28501-2019,28501,2019,6398,,,1549,
28504-2019,28504,2019,13024,,,2952,
28507-2019,28507,2019,9298,,,2259,
28510-2019,28510,2019,13795,,,3454,
28513-2019,28513,2019,17741,,,4454,
28516-2019,28516,2019,16545,,,4267,
28519-2019,28519,2019,4806,,,1221,
28522-2019,28522,2019,7892,,,2014,
28525-2019,28525,2019,26742,,,10114,
28528-2019,28528,2019,16441,,,4585,
28531-2019,28531,2019,13462,,,3873,
28534-2019,28534,2019,19823,,,5250,
28537-2019,28537,2019,15059,,,3911,
28540-2019,28540,2019,9401,,,2319,
28543-2019,28543,2019,17935,,,4600,
28546-2019,28546,2019,6422,,,1637,
28549-2019,28549,2019,9901,,,2424,
28552-2019,28552,2019,14749,,,3645,
28555-2019,28555,2019,4767,,,1205,
28558-2019,28558,2019,9500,,,2474,
28561-2019,28561,2019,14305,,,3653,
28564-2019,28564,2019,9567,,,2405,
28567-2019,28567,2019,13962,,,3607,
28570-2019,28570,2019,10464,,,2584,
28573-2019,28573,2019,8449,,,2016,
28576-2019,28576,2019,10214,,,2557,
28579-2019,28579,2019,7565,,,2077,
28582-2019,28582,2019,7392,,,1979,
28585-2019,28585,2019,10387,,,2540,
28588-2019,28588,2019,7193,,,1730,
28591-2019,28591,2019,5875,,,1461,
28594-2019,28594,2019,7468,,,1834,
28597-2019,28597,2019,7291,,,1867,
28600-2019,28600,2019,7198,,,1917,
28603-2019,28603,2019,9771,,,2545,
28606-2019,28606,2019,7937,,,2056,
28609-2019,28609,2019,11155,,,2847,
28612-2019,28612,2019,10781,,,2626,
28615-2019,28615,2019,10034,,,2635,
28618-2019,28618,2019,10353,,,2592,
28621-2019,28621,2019,12313,,,2930,
28624-2019,28624,2019,11155,,,2740,
28627-2019,28627,2019,10987,,,2772,
28630-2019,28630,2019,8044,,,2037,
28633-2019,28633,2019,7747,,,1894,
28636-2019,28636,2019,12710,,,3290,
28639-2019,28639,2019,13159,,,3268,
28642-2019,28642,2019,8928,,,2192,
28645-2019,28645,2019,9411,,,2381,
28648-2019,28648,2019,11060,,,2582,
28651-2019,28651,2019,11264,,,2617,
28654-2019,28654,2019,9292,,,2160,
28657-2019,28657,2019,8650,,,2287,
28660-2019,28660,2019,10362,,,2478,
28663-2019,28663,2019,4967,,,1306,
28666-2019,28666,2019,10849,,,2671,
28669-2019,28669,2019,6518,,,1646,
28672-2019,28672,2019,9424,,,2239,
28675-2019,28675,2019,12789,,,3130,
28678-2019,28678,2019,8323,,,2082,
28681-2019,28681,2019,10811,,,2694,
28684-2019,28684,2019,11205,,,2601,
28687-2019,28687,2019,12581,,,3067,
28690-2019,28690,2019,10557,,,2379,
28693-2019,28693,2019,9267,,,2269,
28696-2019,28696,2019,7980,,,2000,
28699-2019,28699,2019,4421,,,1090,
28702-2019,28702,2019,5593,,,1371,
28705-2019,28705,2019,9476,,,2306,
28708-2019,28708,2019,14955,,,3831,
28711-2019,28711,2019,13384,,,3253,
28714-2019,28714,2019,5984,,,1448,
28717-2019,28717,2019,16725,,,4138,
28720-2019,28720,2019,13459,,,3515,
28723-2019,28723,2019,13467,,,3156,
28726-2019,28726,2019,16161,,,4122,
28729-2019,28729,2019,14378,,,3660,
28732-2019,28732,2019,10298,,,2596,
28735-2019,28735,2019,9636,,,2369,
28738-2019,28738,2019,7197,,,1762,
28741-2019,28741,2019,11153,,,2698,
28744-2019,28744,2019,9915,,,2511,
28747-2019,28747,2019,13203,,,3258,
28750-2019,28750,2019,6220,,,1493,
28753-2019,28753,2019,3613,,,867,
28756-2019,28756,2019,13137,,,3448,
28757-2019,28757,2019,9962,,,2802,
28759-2019,28759,2019,7499,,,1966,
28762-2019,28762,2019,7957,,,2309,
28765-2019,28765,2019,4066,,,999,
28768-2019,28768,2019,4524,,,1087,
28777-2019,28777,2019,1445,,,341,
28780-2019,28780,2019,8001,,,2099,
28783-2019,28783,2019,13704,,,3791,
28786-2019,28786,2019,12854,,,3435,
28789-2019,28789,2019,7920,,,2202,
28792-2019,28792,2019,11332,,,2917,
28795-2019,28795,2019,6996,,,1662,
28798-2019,28798,2019,5662,,,1499,
28801-2019,28801,2019,4655,,,1294,
28804-2019,28804,2019,11041,,,2546,
28807-2019,28807,2019,15599,,,5572,
28810-2019,28810,2019,9687,,,2427,
28813-2019,28813,2019,4766,,,1425,
28819-2019,28819,2019,9612,,,2288,
28822-2019,28822,2019,7688,,,1710,
28825-2019,28825,2019,10030,,,4099,
28828-2019,28828,2019,6035,,,2153,
28831-2019,28831,2019,10282,,,2542,
28834-2019,28834,2019,6270,,,1474,
28837-2019,28837,2019,5774,,,1369,
28840-2019,28840,2019,12318,,,2993,
28843-2019,28843,2019,5327,,,1255,
28846-2019,28846,2019,6164,,,1447,
28849-2019,28849,2019,4180,,,982,
28852-2019,28852,2019,7204,,,1662,
28855-2019,28855,2019,6728,,,1812,
28858-2019,28858,2019,8988,,,2251,
28861-2019,28861,2019,13598,,,3242,
28864-2019,28864,2019,5217,,,1228,
28870-2019,28870,2019,8265,,,2000,
28873-2019,28873,2019,9389,,,2249,
28876-2019,28876,2019,11268,,,2674,
28879-2019,28879,2019,8859,,,2033,
28882-2019,28882,2019,11566,,,2784,
28885-2019,28885,2019,14807,,,3529,
28888-2019,28888,2019,7104,,,1801,
28889-2019,28889,2019,5486,,,1296,
28891-2019,28891,2019,11478,,,2756,
28894-2019,28894,2019,15034,,,3586,
28897-2019,28897,2019,6155,,,1395,
28900-2019,28900,2019,7205,,,1733,
28901-2019,28901,2019,8509,,,1981,
28903-2019,28903,2019,10644,,,2449,
28906-2019,28906,2019,10693,,,2473,
28909-2019,28909,2019,7973,,,1776,
28912-2019,28912,2019,6874,,,1572,
28915-2019,28915,2019,7761,,,1883,
28918-2019,28918,2019,12896,,,3184,
28921-2019,28921,2019,7679,,,1806,
28924-2019,28924,2019,8151,,,1890,
28927-2019,28927,2019,6455,,,1441,
28930-2019,28930,2019,9700,,,2090,
28933-2019,28933,2019,7634,,,1743,
28936-2019,28936,2019,12192,,,2796,
28939-2019,28939,2019,8206,,,1835,
28940-2019,28940,2019,7073,,,1593,
28942-2019,28942,2019,6291,,,1286,
28945-2019,28945,2019,6340,,,1385,
28948-2019,28948,2019,10819,,,2477,
28951-2019,28951,2019,11910,,,2693,
28957-2019,28957,2019,10449,,,2309,
28960-2019,28960,2019,8874,,,2050,
28963-2019,28963,2019,7595,,,1680,
28966-2019,28966,2019,7217,,,1638,
28969-2019,28969,2019,9936,,,2288,
28972-2019,28972,2019,8384,,,1779,
28975-2019,28975,2019,4901,,,1090,
28978-2019,28978,2019,11670,,,2722,
28981-2019,28981,2019,10744,,,2256,
28984-2019,28984,2019,9606,,,2182,
28987-2019,28987,2019,6102,,,1520,
28993-2019,28993,2019,7999,,,1876,
28996-2019,28996,2019,9064,,,2069,
28999-2019,28999,2019,10671,,,2470,
29002-2019,29002,2019,4720,,,1063,
29005-2019,29005,2019,6308,,,1494,
29008-2019,29008,2019,8172,,,2018,
29011-2019,29011,2019,6087,,,1367,
29014-2019,29014,2019,7576,,,1836,
29017-2019,29017,2019,8792,,,2071,
29020-2019,29020,2019,8360,,,1941,
29023-2019,29023,2019,4631,,,1066,
29026-2019,29026,2019,7292,,,1663,
29029-2019,29029,2019,6694,,,1530,
29032-2019,29032,2019,9702,,,2342,
29035-2019,29035,2019,10229,,,2317,
29038-2019,29038,2019,7065,,,1616,
29041-2019,29041,2019,9563,,,2120,
29044-2019,29044,2019,10562,,,2338,
29047-2019,29047,2019,6644,,,1434,
29050-2019,29050,2019,9897,,,2472,
29053-2019,29053,2019,3265,,,801,
29056-2019,29056,2019,5353,,,1273,
29059-2019,29059,2019,5575,,,1417,
29062-2019,29062,2019,5057,,,1255,
29065-2019,29065,2019,5698,,,1317,
29068-2019,29068,2019,4893,,,1170,
29071-2019,29071,2019,5461,,,1326,
29074-2019,29074,2019,4012,,,940,
29077-2019,29077,2019,6664,,,1556,
29080-2019,29080,2019,8260,,,1945,
29083-2019,29083,2019,6852,,,1659,
29086-2019,29086,2019,8404,,,2197,
29089-2019,29089,2019,6562,,,1583,
29092-2019,29092,2019,10780,,,2872,
29095-2019,29095,2019,8078,,,2067,
29098-2019,29098,2019,7918,,,1959,
29101-2019,29101,2019,8101,,,2070,
29104-2019,29104,2019,8917,,,2271,
29107-2019,29107,2019,7396,,,1900,
29110-2019,29110,2019,10226,,,2441,
29113-2019,29113,2019,2464,,,680,
29116-2019,29116,2019,6640,,,1620,
29119-2019,29119,2019,11218,,,2787,
29122-2019,29122,2019,6486,,,1553,
29125-2019,29125,2019,9777,,,2347,
29128-2019,29128,2019,6600,,,1661,
29131-2019,29131,2019,4991,,,1211,
29134-2019,29134,2019,6088,,,1438,
29137-2019,29137,2019,3715,,,895,
29143-2019,29143,2019,9073,,,2088,
29146-2019,29146,2019,6698,,,1586,
29149-2019,29149,2019,10803,,,2603,
29152-2019,29152,2019,8321,,,2019,
29155-2019,29155,2019,5739,,,1307,
29158-2019,29158,2019,6015,,,1409,
29161-2019,29161,2019,9812,,,2221,
29164-2019,29164,2019,5172,,,1186,
29167-2019,29167,2019,9194,,,2263,
29170-2019,29170,2019,6175,,,1594,
29173-2019,29173,2019,7148,,,1728,
29176-2019,29176,2019,10074,,,2472,
29179-2019,29179,2019,16822,,,4500,
29182-2019,29182,2019,9557,,,2307,
29185-2019,29185,2019,5649,,,1223,
29188-2019,29188,2019,5230,,,1110,
29191-2019,29191,2019,6443,,,1460,
29194-2019,29194,2019,7373,,,1608,
29197-2019,29197,2019,6504,,,1447,
29200-2019,29200,2019,4215,,,984,
29203-2019,29203,2019,6732,,,1422,
29206-2019,29206,2019,7994,,,1790,
29209-2019,29209,2019,5666,,,1411,
29212-2019,29212,2019,7999,,,1806,
29215-2019,29215,2019,9130,,,2219,
29218-2019,29218,2019,7423,,,1961,
29221-2019,29221,2019,8068,,,2054,
29224-2019,29224,2019,5754,,,1479,
29227-2019,29227,2019,6240,,,1619,
29230-2019,29230,2019,9341,,,2326,
29233-2019,29233,2019,8441,,,1964,
29236-2019,29236,2019,9590,,,2576,
29239-2019,29239,2019,10487,,,2940,
29242-2019,29242,2019,3496,,,851,
29245-2019,29245,2019,3414,,,891,
29248-2019,29248,2019,9724,,,3477,
29251-2019,29251,2019,12149,,,3573,
29254-2019,29254,2019,16644,,,4550,
29257-2019,29257,2019,9437,,,2523,
29260-2019,29260,2019,13493,,,3965,
29263-2019,29263,2019,21865,,,7167,
29266-2019,29266,2019,13591,,,3205,
29269-2019,29269,2019,10772,,,2466,
29272-2019,29272,2019,7651,,,1762,
29275-2019,29275,2019,13912,,,3147,
29278-2019,29278,2019,15338,,,3723,
29281-2019,29281,2019,10313,,,2476,
29284-2019,29284,2019,11531,,,2807,
29287-2019,29287,2019,14626,,,3586,
29290-2019,29290,2019,12280,,,3162,
29293-2019,29293,2019,4590,,,1073,
29296-2019,29296,2019,8719,,,2186,
29299-2019,29299,2019,6649,,,1615,
29302-2019,29302,2019,7572,,,1750,
29305-2019,29305,2019,9997,,,2395,
29308-2019,29308,2019,6007,,,1444,
29311-2019,29311,2019,8464,,,1870,
29314-2019,29314,2019,10035,,,2249,
29317-2019,29317,2019,9326,,,2062,
29320-2019,29320,2019,9858,,,2300,
29323-2019,29323,2019,8827,,,2091,
29326-2019,29326,2019,10690,,,2547,
29329-2019,29329,2019,10225,,,2387,
29332-2019,29332,2019,10502,,,2270,
29335-2019,29335,2019,11779,,,2661,
29338-2019,29338,2019,6536,,,1521,
29341-2019,29341,2019,6712,,,1716,
29344-2019,29344,2019,8073,,,1870,
29347-2019,29347,2019,11190,,,2830,
29350-2019,29350,2019,11985,,,3295,
29353-2019,29353,2019,10709,,,2861,
29356-2019,29356,2019,11809,,,2888,
29359-2019,29359,2019,6853,,,1683,
29362-2019,29362,2019,9081,,,2291,
29365-2019,29365,2019,13000,,,3173,
29368-2019,29368,2019,6758,,,1605,
29371-2019,29371,2019,10995,,,2737,
29374-2019,29374,2019,5911,,,1454,
29377-2019,29377,2019,13497,,,3490,
29380-2019,29380,2019,11005,,,2805,
29383-2019,29383,2019,7762,,,1901,
29386-2019,29386,2019,9473,,,2435,
29389-2019,29389,2019,11310,,,2956,
29392-2019,29392,2019,13046,,,3334,
29395-2019,29395,2019,7323,,,1902,
29398-2019,29398,2019,13639,,,3566,
29401-2019,29401,2019,11639,,,3111,
29404-2019,29404,2019,9953,,,2342,
29407-2019,29407,2019,8582,,,1982,
29410-2019,29410,2019,10781,,,2312,
29413-2019,29413,2019,9348,,,2123,
29416-2019,29416,2019,5611,,,1338,
29419-2019,29419,2019,4448,,,1016,
29422-2019,29422,2019,7950,,,1887,
29425-2019,29425,2019,6765,,,1686,
29428-2019,29428,2019,8933,,,2081,
29431-2019,29431,2019,13645,,,3112,
29434-2019,29434,2019,7800,,,1784,
29437-2019,29437,2019,8243,,,1896,
29440-2019,29440,2019,7464,,,1707,
29443-2019,29443,2019,11380,,,2843,
29446-2019,29446,2019,9591,,,2109,
29449-2019,29449,2019,8037,,,1860,
29452-2019,29452,2019,5559,,,1369,
29455-2019,29455,2019,7247,,,1685,
29458-2019,29458,2019,7937,,,1954,
29461-2019,29461,2019,6828,,,1711,
29462-2019,29462,2019,4130,,,1037,
29464-2019,29464,2019,15252,,,3770,
29467-2019,29467,2019,9113,,,2268,
29470-2019,29470,2019,6364,,,1517,
29473-2019,29473,2019,9584,,,2190,
29476-2019,29476,2019,12857,,,3128,
29479-2019,29479,2019,9365,,,2210,
29482-2019,29482,2019,8815,,,2147,
29485-2019,29485,2019,8024,,,2088,
29488-2019,29488,2019,7540,,,1739,
29489-2019,29489,2019,7151,,,1663,
29491-2019,29491,2019,9933,,,2301,
29494-2019,29494,2019,4418,,,1136,
29497-2019,29497,2019,13486,,,3376,
29500-2019,29500,2019,11635,,,2748,
29503-2019,29503,2019,8256,,,1926,
29506-2019,29506,2019,6951,,,1693,
29509-2019,29509,2019,10599,,,2740,
29512-2019,29512,2019,8950,,,2452,
29513-2019,29513,2019,5214,,,1310,
29515-2019,29515,2019,5487,,,1487,
29516-2019,29516,2019,6591,,,1736,
29518-2019,29518,2019,9118,,,2235,
29521-2019,29521,2019,6553,,,1635,
29524-2019,29524,2019,5340,,,1391,
29527-2019,29527,2019,7522,,,2010,
29530-2019,29530,2019,18405,,,4765,
29533-2019,29533,2019,12230,,,2819,
29536-2019,29536,2019,10639,,,2805,
